claim,label
Further Evidence Does Not Support Hydroxychloroquine for Patients With COVID-19,TRUE
Detailed Analysis of Immune Response to SARS-CoV-2 Bodes Well for COVID-19 Vaccine,TRUE
Can COVID-19 Spread Through Fecal Matter?,TRUE
SARS Lessons for COVID-19 Vaccine Design,TRUE
Study Confirms Cats Can Become Infected With and May Transmit COVID-19 to Other Cats,TRUE
"In Victory Over Polio, Hope for the Battle Against COVID-19",TRUE
COVID-19 May Compound the Social and Economic Burdens of Parkinson's Disease,TRUE
Coronavirus Infection in Children -- It May Not Start With a Cough,TRUE
Blood Test a Potential New Tool for Controlling Infections,TRUE
Newly Discovered Cell Type Plays Crucial Role in Immune Response to Respiratory Infections,TRUE
Pangolins May Possess Evolutionary Advantage Against Coronavirus,TRUE
Tobacco Smoking Increases Lung Entry Points for COVID-19 Virus,TRUE
Outpatient COVID-19 Clues,TRUE
"Bat 'Super Immunity' May Explain How Bats Carry Coronaviruses, Study Finds",TRUE
Dual Personalities Visualized for Shape-Shifting Molecule,TRUE
Mutations in SARS-CoV-2 Offer Insights Into Virus Evolution,TRUE
Supercomputer Simulations Present Potential Active Substances Against Coronavirus,TRUE
Intensive Farming Increases Risk of Epidemics,TRUE
Activation of the SARS Coronavirus 2 Revealed,TRUE
Coronavirus SARS-CoV-2 Infects Cells of the Intestine,TRUE
Timing of Immune Response to COVID-19 May Contribute to Disease Severity,TRUE
Wildfire Smoke Has Immediate Harmful Health Effects,TRUE
"COVID-19 Mouse Model Will Speed Search for Drugs, Vaccines",TRUE
How Targeting Killer T Cells in the Lungs Could Lead to Immunity Against Respiratory Viruses,TRUE
Undersized Airways May Explain Why Nonsmokers Get COPD,TRUE
Shining Light on a Malignant Lung Cancer,TRUE
A protein that helps to fight viruses can also block lung damage repair,TRUE
Reducing severe breathlessness and psychological trauma in COVID-19 ARDS survivors,TRUE
Osteoporosis treatment may also protect against pneumonia,TRUE
"Pediatric Coronavirus Disease (COVID-19) X-Ray, CT in Review of New Lung Disorders",TRUE
NIH investigators hope CD47 study leads to broad-spectrum infectious diseases immunotherapy,TRUE
NIH researchers identify key genomic features that could differentiate SARS-CoV-2 from other coronaviruses that cause less severe disease,TRUE
Microglia in the olfactory bulb have a nose for protecting the brain from infection,TRUE
Why are some people at greater risk of severe COVID-19?,TRUE
My experience battling COVID-19 - Medical News Today,TRUE
Hope against COVID-19: Drug cuts deaths by a third and other,TRUE
COVID-19: Drug targets enzymes that enable virus to invade,TRUE
COVID-19: Could gut bacteria be involved?,TRUE
Can antibiotics treat COVID-19 (coronavirus) plus other,TRUE
How long does it take for COVID-19 (coronavirus) symptoms,TRUE
The effect of the COVID-19 pandemic on primary healthcare,TRUE
COVID-19: Herd immunity may occur sooner than previously,TRUE
'A no-win situation' — Expert weighs in on COVID-19 racial,TRUE
"COVID-19: New drug candidates, treatments offer reasons for",TRUE
Alcohol and coronavirus (COVID-19): Myths and effects on the,TRUE
Thrombosis expert on COVID-19: 'I've never seen such sticky,TRUE
What treatments are there for the novel coronavirus (COVID,TRUE
Dementia genotype may increase COVID-19 vulnerability,TRUE
"'We don't have a health system': Expert on prisons, race, and",TRUE
"COVID-19 antigen test could give quick results, but is not",TRUE
COVID-19: How the world is coping with restrictive measures,TRUE
5 Persistent myths about coronavirus and why they are untrue.,TRUE
COVID-19: Cancer drug may quench inflammation in severely,TRUE
PTSD and coronavirus (COVID-19): Symptoms and how to cope,TRUE
"Antibody tests for COVID-19: What are they, and what do they",TRUE
Depression and COVID-19: Tips on management and how to,TRUE
Air pollution decreased in China during initial response to,TRUE
New COVID-19 antibody test may reflect virus immunity more,TRUE
"COVID-19, fighting breast cancer, and mental health counseling",TRUE
How to care for someone with depression during the COVID,TRUE
COVID-19: Cost of care puts off 1 in 7 people from seeking,TRUE
COVID-19: AI tool speeds up scientific review process,TRUE
How to cope during the novel coronavirus (COVID-19) pandemic,TRUE
Antibody from SARS survivor's blood neutralizes new,TRUE
56% of pregnant women in hospital for COVID-19 black,TRUE
"COVID-19: Antibodies, testing, and how the body develops",TRUE
How the pandemic is affecting mental health in diverse US,TRUE
Bipolar and COVID-19: Tips on management and how to cope,TRUE
Agoraphobia and COVID-19: Triggers and support,TRUE
"Social anxiety and COVID-19: Signs, impact, and how to cope",TRUE
Schizophrenia and COVID-19: Management and support,TRUE
Could a novel UV light device inactivate SARS-CoV-2 on,TRUE
"No link between hypertension drugs and COVID-19 risk, study",TRUE
People who smoke may have more receptors for the new,TRUE
Why we need more research on animal infection with the new,TRUE
'Nanosponges' act as a decoy for the new coronavirus,TRUE
The new coronavirus may spread more easily in crowded homes,TRUE
No evidence that mutations to SARS-CoV-2 increase,TRUE
"Cytokine release syndrome: Symptoms, treatment, and COVID",TRUE
Best available evidence supports physical distancing and face,TRUE
Donating blood during a pandemic - Medical News Today,TRUE
Temperature has 'modest' effect on SARS-CoV-2 transmission,TRUE
How do people cope with the pandemic? Survey reveals,TRUE
US distancing measures stabilized but did not reduce SARS,TRUE
Coronavirus and blood clots: Why does coronavirus cause,TRUE
DNA of virus spread across hospital ward in 10 hours,TRUE
What can healthcare staff do to prevent PTSD during the,TRUE
The importance of regulating mood with activities during,TRUE
Empathy and misinformation: An open letter to healthcare,TRUE
"SARS: Causes, symptoms, and prevention",TRUE
"How long does a sore throat last? Causes, duration, and",TRUE
"Halotherapy: Benefits, side effects, and risks",TRUE
How the pandemic is influencing the mental health of caregivers,TRUE
Microbiome may mediate link between climate change and,TRUE
Letter from the Editor: A week of bitter truths,TRUE
"Sore throat and headache: Causes, treatment, and prevention",TRUE
Managing depression during quarantine - Medical News Today,TRUE
Mayo Clinic launches advanced care at home model of care,TRUE
‘Mayo Clinic Anxiety Coach’ e-tool to help children with mental health concerns,TRUE
Mayo hospitals again receive ‘A’ grades for patient safety,TRUE
Air Force Reserve Salutes COVID-19 First Responders and Front-Line Caregivers with Flyover,TRUE
"As Services Resume, Our Hospitals Remain Safe: A Message from Cleveland Clinic CEO, President Tom Mihaljevic, M.D.",TRUE
Broadway Shutdown Extended Through Early 2021,TRUE
EU Bars U.S. Travelers in Reopening Plan,TRUE
FBI: Beware of Scammers Selling Fake COVID-19 Antibody Tests,TRUE
Northeast Adds 8 More States to Quarantine List,TRUE
"Bars in LA, Beaches in Florida Close for July 4",TRUE
"Amid Pandemic, Too Many Americans Are Hesitating to Call 911",TRUE
Mask Up! Don't Let Down Your Guard Against COVID-19,TRUE
"Woman Beats COVID, Celebrates 100th Birthday",TRUE
Hardest-Hit States See Long COVID-19 Testing Lines,TRUE
Poll Shows More Americans Now Fear the Virus,TRUE
U.S. Rural Areas Also See COVID-19 Increases,TRUE
"Fauci Urges Mask Use, Says Young at Great Risk",TRUE
COVID-19 Fallout: Tons of Trash,TRUE
Rising Cases Sparks More Face Mask Requirements,TRUE
What COVID Means To Those Who Can't Work At Home,TRUE
Americans are Moving at ‘Pre-Pandemic Levels’,TRUE
U.S. Infections Likely 10 Times Higher,TRUE
Texas Gov. Pauses Economic Reopening,TRUE
Herd Immunity Threshold Could Be As Low As 43%,TRUE
Rethinking Youth Suicide Prevention During COVID,TRUE
NBA to Use High-Tech Rings to Help Detect COVID-19,TRUE
Is It Safe to Go Out to Eat?,TRUE
Airports Asks Congress for Face Mask Policies,TRUE
Early CDC COVID-19 Test Kits 'Likely Contaminated',TRUE
Largest Single-Day Jump in COVID-19 Cases Reported,TRUE
Inhaled Version of Remdesivir Gets Clinical Trials,TRUE
Severe COVID Ups Odds for Heart Conditions 10-Fold,TRUE
"Despite Predictions, Loneliness Not Rising for Americans Under Lockdown",TRUE
"More States, Cities Require Face Masks in Public",TRUE
Big Surprise Medical Bills for COVID Survivors,TRUE
Theaters Reopening in July With Mask Guidelines,TRUE
California Now Requires Face Masks in Public,TRUE
Arizona is ‘Worst Off’ Right Now,TRUE
Dad Meets Newborn Son Weeks After Surviving COVID-19,TRUE
Is It Safe to Play Sports?,TRUE
"Mosquito, Tick Populations Unchecked Amid COVID-19",TRUE
Only 3 States ‘On Track to Contain’ Coronavirus,TRUE
COVID Surges Among Young Adults,TRUE
Can Kids Go To Summer Camp? Expert Offers Advice,TRUE
COVID Survivor Blood Transfusion a Safe Treatment,TRUE
Minority Medicare Patients Hospitalized More Often,TRUE
Masks No Longer Required in West Wing,TRUE
How Well Do Americans Know the Facts About COVID?,TRUE
NYC to Enter Phase Two of Reopening Plan on Monday,TRUE
"Americans at Unhappiest Level in 50 Years, Study Says",TRUE
Low-Dose Radiation Therapy May Help COVID Patients,TRUE
Honduras President Tests Positive for COVID-19,TRUE
"Couple, 90, Reunites After Wife Beats COVID-19",TRUE
Blood Type Could Impact Odds for Severe COVID-19,TRUE
Half of Coronavirus Infections May Be Asymptomatic,TRUE
Masks and Summer Heat: Expert Tips,TRUE
People Under 20 Less Likely to Get Coronavirus,TRUE
Pandemic 'Silver Lining:' Better Sleep for Some,TRUE
Fauci Says Normal Life a 'Year or So' Away,TRUE
Forecasts Say That 60-70% Will be COVID Infected,TRUE
COVID-19 Antibody Testing for Blood Donations,TRUE
FDA Withdraws Authorization for Hydroxychloroquine,TRUE
Hydroxychloroquine-Remdesivir Combo Dangerous: FDA,TRUE
Dental Appointments Won't Be the Same in COVID Era,TRUE
"How to Cope When COVID Steals Loving Touch, Hugs",TRUE
Lockdowns Making Things Worse for Obese Americans,TRUE
USDOT Providing Travelers 100 Million Face Masks,TRUE
Players Express Concern As NBA Eyes Restart,TRUE
"As Many as 140,000 COVID-19 Deaths by July 4",TRUE
Pandemic Causing Havoc for Kids With ADHD,TRUE
"Schools, Parents, Teachers Grapple With Reopening",TRUE
Poll: Most Educators Wary of Fall School Reopening,TRUE
Is It Safe to Go to the Pool?,TRUE
African Americans Know More COVID-19 Victims,TRUE
Lung Transplant Performed in COVID-19 Patient,TRUE
COVID-19 Treatment Could Get Approval By September,TRUE
Missouri Hairstylists Not linked to COVID-19 Cases,TRUE
That Cough or Sneeze Behind You Might Not Be COVID,TRUE
Survey Shows How Couples Cope During Lockdown,TRUE
United Airlines Passengers Questioned About Health,TRUE
Widespread Face Mask Use Could Control Second Wave,TRUE
CPR Still Encouraged During COVID-19 Pandemic,TRUE
19 States Report Increase in COVID-19 Cases,TRUE
Moscow Lifts COVID-19 Stay-at-Home Orders,TRUE
Stay Connected With Loved Ones in Nursing Homes,TRUE
"COVID, Racism Are Dual Crises for Black Americans",TRUE
Pandemic Is Changing Your Next Doc Appointment,TRUE
Fauci Warns That Pandemic ‘Isn’t Over Yet’,TRUE
COVID-19 May Have Spread in China in August,TRUE
COVID-19 Vaccine Will Probably Require Two Doses,TRUE
The Lancet Retracts Hydroxychloroquine Study,TRUE
Protesters Take Precautions as Experts Fear COVID Surge,TRUE
COVID Cases Rise in South and West Amid Protests,TRUE
George Floyd Tested Positive for COVID-19,TRUE
Pets: Big Pandemic Stress Reducers,TRUE
'Psychological Distress' Tripled During Pandemic,TRUE
"DIY COVID Tests Work Fine, Less Discomfort: Study",TRUE
Are Symptoms From COVID-19 or Seasonal Allergies?,TRUE
Repercussions From Antibiotics Overuse During Pandemic,TRUE
FDA Places Zoloft on Shortage List,TRUE
Claims of a Weaker COVID-19 Virus Disputed,TRUE
"Congo Facing Ebola, COVID and Measles All at Once",TRUE
MRIs Show COVID-19 May Invade the Brain,TRUE
Domestic Violence Rises Under Stay-at-Home Rules,TRUE
Plasma Therapy Helps Critically Ill COVID Patients,TRUE
Study on Hydroxychloroquine for COVID Questioned,TRUE
What's Behind Severe Kids' Illness After COVID-19?,TRUE
Vulnerable Groups Weigh Risks as Country Reopens,TRUE
COVID-19 Exacts Emotional Toll on Doctors,TRUE
"COVID-19 Cases Drop in Warm Weather, But Not Much",TRUE
Shortages of Hydroxychloroquine for Lupus Patients,TRUE
Majority Want Virus Curbed Over Economy Reopening,TRUE
"Viral, Antibody Test Number Policy Sows Confusion",TRUE
Antibody Tests May Answer Public Health Questions,TRUE
Stay-at-Home Orders Could Mean More Obese Kids,TRUE
What Will It Take to Reopen Offices Safely?,TRUE
U.S. Spread of COVID-19 Likely Began in January,TRUE
Moderna Starts Phase Two of COVID-19 Vaccine Study,TRUE
COVID Rates Lower Than Thought for Pregnant Women,TRUE
"Postponed Surgeries Resume, Stretching Hospitals",TRUE
States Adjust Their Hurricane Plans for COVID-19,TRUE
Mass Protests Could Cause COVID-19 Outbreaks,TRUE
1 in 10 Hospitalized Diabetic COVID Patients Dies,TRUE
DVT Clots Strike Critically Ill COVID-19 Patients,TRUE
Phased Disney World Reopening Starting July 11,TRUE
Pandemic Can Overwhelm Those With Autism,TRUE
Half of Americans Say They’d Get COVID-19 Vaccine,TRUE
U.S. Imposes Travel Ban on Brazil,TRUE
Quarantine Urged for Lake of the Ozarks Partiers,TRUE
COVID and Sleep: Sweet Dreams Aren’t Made of This,TRUE
Clotting Tied to COVID-19 May Harm the Placenta,TRUE
Can You Catch COVID-19 Through Your Eyes?,TRUE
Nursing Homes Are Ground Zero for COVID-19,TRUE
Getting Back to Work Safely After Lockdown,TRUE
Sales of Drug Trump Touted Rise Sharply,TRUE
Restart Guidelines for TV and Film in Georgia,TRUE
Childhood Vaccination Rates Drop During Pandemic,TRUE
How Will COVID Change the Workplace?,TRUE
Disney: Shopping Area in Florida Reopens This Week,TRUE
HHS Chief: Reopening a ‘Very Localized’ Decision,TRUE
"Men Say Masks ‘Not Cool,’ Less Likely to Wear Them",TRUE
Trump Gives Details About COVID-19 Vaccine Project,TRUE
Wisconsin Bars Full As Stay-Home Order Struck Down,TRUE
People Mount Strong Immune Responses to COVID-19,TRUE
More USS Roosevelt Sailors Test Positive Again,TRUE
Telephone vs Telemedicine: Code and Bill Correctly During COVID-19,TRUE
WebMD Poll: Many Report Weight Gain During Shutdown,TRUE
UK Trial Tests Whether Dogs Can Sniff Coronavirus,TRUE
Rare Inflammatory Condition Occurring in Children,TRUE
America's Prisons Are Breeding Grounds for COVID,TRUE
Largest Study to Date Links Glucose Control to COVID-19 Outcomes,TRUE
Some Data May Be Worse Than No Data in the COVID Era,TRUE
"Comparing COVID-19, Flu Death Tolls 'Extremely Dangerous'",TRUE
Which Specialties Are at Highest Risk for Contracting COVID-19?,TRUE
"COVID-19 Will Likely Change Docs' Incentive Targets, Bonuses",TRUE
"Smell Diminishes by Day 3 of COVID-19, Study Says",TRUE
COVID-19 Can Infect and Harm Digestive Organs,TRUE
Hazard Pay in New COVID-19 Relief Bill Likely a 'Pipe Dream',TRUE
COVID-19: What Will Happen to Physician Income This Year?,TRUE
Skin Changes With COVID-19: What We Know and Don't Know,TRUE
"Ophthalmology Practices Hit Hard by COVID-19 Closures, Changes",TRUE
Teacher Creates Special Suit to Hug Her Students,TRUE
Nervous About Returning to Work? COVID Precautions,TRUE
"As States Reopen, Fauci Warns Outbreaks Inevitable",TRUE
FDA Issues Alert on Accuracy of Abbott ID NOW Rapid Test,TRUE
Pfizer: COVID-19 Vaccine Could Arrive in October,TRUE
L.A. Mayor: All Residents Must Wear Masks,TRUE
Limited Reopenings at Many National Parks,TRUE
What to Know About Coronavirus Testing,TRUE
States Not Hitting Testing Goals; Feds Promise Aid,TRUE
COVID-19: Millions of Older Americans Going Hungry,TRUE
COVID Test Used at White House Often Wrong,TRUE
L.A. Could Keep Stay-at-Home Order Through Summer,TRUE
Countries Renew Restrictions As COVID Spikes,TRUE
Group Screening Could Help COVID-19 Test Shortages,TRUE
1 in 4 YouTube Videos Mislead Viewers About COVID,TRUE
European Society of Cardiology 2020 Congress Goes Virtual,TRUE
Alcohol Abuse Agitated by COVID-19 Stirring Liver Concerns,TRUE
Meat Shortage Forces Some Wendy’s Menu Changes,TRUE
France’s First COVID-19 Patient Was in December,TRUE
COVID-19 Leaves U.S. Hospitals in Financial Crisis,TRUE
Inhaler Use Up During Coronavirus Pandemic,TRUE
Study Will Track Coronavirus in Kids and Family,TRUE
Cellphones Are 'Trojan Horses' for Viruses,TRUE
"Don’t Skip Vital Care, Babies’ Shots, Doctors Warn",TRUE
Remdesivir Donated to Treat COVID-19 Patients,TRUE
FDA OKs Emergency Use of Roche Antibody Test,TRUE
Defiant Crowds Prompt Miami Beach Park Closure,TRUE
FDA Tightens Rules on Antibody Testing,TRUE
Early Oxygen Therapy Vital for Pregnant Patients With COVID-19,TRUE
"I Want to Retire, But Just Can't Say Goodbye",TRUE
COVID-19 Data Dives: Good Serosurveys Are Needed. Not All Are Good,TRUE
"PTSD Can Strike Nurses, Especially During COVID-19",TRUE
Beauty Industry Group Sues Over Shop Closings,TRUE
States Ramp Up Contact Tracing Amid Reopening,TRUE
Organ Transplants Plummet During COVID-19 Crisis,TRUE
"After Possible Exposure, Pence won’t Self Isolate",TRUE
White House and CDC at Odds Over Airport Screening,TRUE
Trump Says Not Everyone Should Be Tested,TRUE
COVID-19 Cuts Stroke Cases Nearly 40% Nationwide,TRUE
COVID-19 Triggers New Bariatric/Metabolic Surgery Guidance,TRUE
COVID-19 Fears Tied to Dangerous Drop in Child Vaccinations,TRUE
Stomach Ills May Signal COVID-19 in Kids,TRUE
Blood Yields Clue to Why COVID Is Tougher on Men,TRUE
FDA Oks COVID Test Using Gene-Editing Technology,TRUE
Can Schools Really Reopen Safely?,TRUE
Pangolins May Hold Clues to How COVID-19 Began,TRUE
Doctors update warning signs of severe COVID,TRUE
Don't Expect a Baby Boom After Pandemic Lockdowns,TRUE
Food Plant Personnel Covid-19 Deaths Reported,TRUE
PTSD May Plague Many COVID-19 Survivors,TRUE
Virus Found in Semen of COVID-19 Survivors,TRUE
Trump Says Coronavirus Task Force Will Remain,TRUE
What Day Is It? This Is Your Brain on Quarantine,TRUE
Evidence Builds Linking Anticoagulation to COVID-19 Survival,TRUE
Androgens May Explain Male Vulnerability to COVID-19,TRUE
Supreme Court Justice Ginsburg Home From Hospital,TRUE
"Gay Blood Donors: Eager to Help, but Face Barriers",TRUE
Stars Read to Kids During the Coronavirus Pandemic,TRUE
Texas Gov. Frees Jailed Salon Owner,TRUE
Illness in Dozens of Children May Be Tied to COVID,TRUE
COVID-19 and Psychosis: Is There a Link?,TRUE
Children With Kawasaki-Like Disease Positive for COVID-19,TRUE
Operation Quack Hack: FDA Targets Fraudulent COVID-19 Products,TRUE
COVID-19: How to Recognize and Manage Kawasaki-like Syndrome,TRUE
Trending Clinical Topic: COVID Toes,TRUE
"Med Schools Bringing Back Students, Flooded With Applicants",TRUE
Justice Ginsberg Joins Court Call from Hospital,TRUE
Nurse Shares Sweet Story After Front-Line Shift,TRUE
Warning: U.S. May Not Lower COVID-19 Infections,TRUE
Best Ways to Help Kids Through the Pandemic,TRUE
Annual COVID-19 Vaccine May Be Necessary,TRUE
"Cuddling Brings Two Minds Together, Study Reveals",TRUE
Running Without Risk During the Pandemic,TRUE
What Is 'Contact Tracing' and How Does it Work?,TRUE
Virtual March' Demands Immediate Federal Action on PPE,TRUE
Rural Hospitals Prepare for Two Vastly Different Scenarios,TRUE
TSA: 500 Employees Test Positive for COVID-19,TRUE
LA Offers All Residents Free COVID-19 Tests,TRUE
NYC Stopping Subways Overnight to Disinfect Trains,TRUE
U.S. Government to Increase PPE Shipments to Nursing Homes,TRUE
COVID-19: US Initiative Aims to Stem the Tide of Suicide,TRUE
Trending Clinical Topic: Cancer and COVID-19,TRUE
CMS Hikes Telephone Visit Payments During Pandemic,TRUE
Excess Cancer Deaths Predicted as Care Disrupted by COVID-19,TRUE
"Neurologists Dust Off Their Stethoscopes, Join COVID Frontlines",TRUE
Parents Hold Newborn Twins After Beating COVID-19,TRUE
ACT-Accelerator update,TRUE
WHO welcomes crucial new funding for vaccines,TRUE
Record number of countries contribute data revealing disturbing rates of antimicrobial resistance,TRUE
"WHO and UNHCR join forces to improve health services for refugees, displaced and stateless people",TRUE
Substantial investment needed to avert mental health crisis,TRUE
Launch of the WHO Academy and the WHO Info mobile applications,TRUE
Daily Life and Coping,TRUE
Stop the Spread of Rumors,TRUE
Considerations for Restaurants and Bars,TRUE
Training for Healthcare Professionals,TRUE
Test for Past Infection (Antibody Test),TRUE
Retirement Communities and Independent Living,TRUE
Preventing the Spread of COVID-19 in a Variety of Settings Throughout Your Community,TRUE
Surveillance and Data Analytics,TRUE
Communication Materials,TRUE
Considerations for Wearing Cloth Face Coverings,TRUE
Considerations for Travelers—Coronavirus in the US,TRUE
Guidance for Direct Service Providers,TRUE
Guidance for Pharmacies,TRUE
About Cloth Face Coverings,TRUE
RRT Composition: COVID-19 Considerations,TRUE
Commercial Laboratory Seroprevalence Survey Data,TRUE
Framework for Implementation of COVID-19 Community Mitigation Measures for Lower-Resource Countries,TRUE
Special Populations Data in the U.S.,TRUE
How to Report COVID-19 Laboratory Data,TRUE
Suggestions for Youth and Summer Camps,TRUE
People of Any Age with Underlying Medical Conditions,TRUE
If You Are Pregnant Breastfeeding or Caring for Young Children,TRUE
Protecting Seafood Processing Workers from COVID-19,TRUE
Safe Watering Points During COVID-19,TRUE
Pets and Other Animals,TRUE
Migration and Border Health,TRUE
Pre-Deployment Processes: COVID-19 Considerations,TRUE
Identify Jurisdiction-Specific Contact Tracing Tools and Protocols,TRUE
Topics for Case Investigators,TRUE
Topics for Contact Tracers,TRUE
Considerations for Election Polling Locations and Voters,TRUE
Monitoring and Evaluation Logic Model,TRUE
Considerations for Casinos and Gaming Operations,TRUE
Cases and Deaths in the U.S.,TRUE
Open Burning during the COVID-19 Pandemic,TRUE
Considerations for Public Beaches,TRUE
Guidance for Handlers of Service and Therapy Animals,TRUE
Considerations for Community-Based Organizations,TRUE
Personal and Social Activities,TRUE
Running Essential Errands,TRUE
A Sort of Homecoming,TRUE
Gatherings and Community Events,TRUE
Alcohol and Substance Use,TRUE
Support for Veterans,TRUE
Support for People Experiencing Abuse,TRUE
Agriculture Workers and Employers,TRUE
Guidance for Administrators in Parks and Recreational Facilities,TRUE
Collection and Submission of Postmortem Specimens from Deceased Persons with Known or Suspected COVID-19,TRUE
Special Considerations for Patients on Home Dialysis,TRUE
Community-level Seroprevalence Surveys,TRUE
A Marathoner’s Take on COVID-19,TRUE
COVID-19 in Newly Resettled Refugee Populations,TRUE
Guidance for Group Homes for Individuals with Disabilities,TRUE
Schools and Day Camps,TRUE
Considerations for Preventing Spread of COVID-19 in Assisted Living Facilities,TRUE
Considerations for Youth Sports,TRUE
Information for Sanitation and Wastewater Workers on COVID-19,TRUE
First Responders Law Enforcement and Public Services,TRUE
Using Antibody Tests for COVID-19,TRUE
Antibody Testing At-A-Glance Recommendations for Professionals,TRUE
Interim Guidance for Mass Transit Administrators,TRUE
Cleaning And Disinfecting Your Home,TRUE
Considerations for Public Pools Hot Tubs and Water Playgrounds During COVID-19,TRUE
Returning from International Travel,TRUE
Cleaning and Disinfection for Community Facilities,TRUE
Special Considerations for Health Departments,TRUE
When to Initiate Case Investigation and Contact Tracing Activities,TRUE
Digital Contact Tracing Tools,TRUE
Confidentiality and Consent,TRUE
Evaluating Case Investigation and Contact Tracing Success,TRUE
Data Management for Assigning and Managing Investigations,TRUE
Building Community Support,TRUE
When You Can be Around Others After You Had or Likely Had COVID-19,TRUE
Protect Yourself When Using Transportation,TRUE
If You Are Sick or Caring for Someone,TRUE
Community and Faith-Based Organizations,TRUE
Interim Guidance for Communities of Faith,TRUE
CDC Releases Recommendations for Communities of Faith,TRUE
Data Visualization: How to Align Manufacturing Workstations If Feasible,TRUE
How to Wash Cloth Face Coverings,TRUE
CDC releases resources to assist states to open,TRUE
Considerations for Inpatient Obstetric Healthcare Settings,TRUE
Publications about COVID-19 for Laboratories,TRUE
Talking with children about Coronavirus Disease 2019,TRUE
For Parents: Multisystem Inflammatory Syndrome in Children (MIS-C) associated with COVID-19,TRUE
Help Children Learn at Home,TRUE
What Construction Workers Need to Know about COVID-19,TRUE
Monitor Performance of Case Investigation and Contact Tracers,TRUE
Describe a Team Lead’s Role in Training and Development,TRUE
Identify Time Management Practices for Case Investigation and Contact Tracing Leads,TRUE
Describe the Qualities Skills And Styles of Effective COVID-19 Case Investigation and Contract Tracing Leads,TRUE
Topics for Team Leads,TRUE
Communities Schools Workplaces and Events,TRUE
Colleges  Universities and Higher Learning,TRUE
Considerations for Schools,TRUE
Performing Facility-wide SARS-CoV-2 Testing in Nursing Homes,TRUE
What Workers and Employers Can Do to Manage Workplace Fatigue during COVID-19,TRUE
HHS Delivers Funding to Expand Testing Capacity for States Territories Tribes,TRUE
CDC Seroprevalence Survey Types,TRUE
Checklist for Homeless Service Providers During Community Re-opening,TRUE
Mass Transit Decision Tool,TRUE
What Long-haul Truck Drivers Need to Know about COVID-19,TRUE
Interim Guidance for Syringe Services Programs,TRUE
Factors to Consider When Planning to Purchase Respirators from Another Country,TRUE
Restaurants and Bars Decision Tool,TRUE
Define COVID-19 Contact Tracing Protocol,TRUE
Describe COVID-19 Case Investigation Protocol,TRUE
Analyze Case Investigation Encounters for Continuous Quality,TRUE
Apply COVID-19 Online Knowledge and Case Investigating Protocol to Realistic Scenarios,TRUE
If You Are Immunocompromised Protect Yourself From COVID-19,TRUE
Symptoms of Coronavirus,TRUE
CDC Laboratory Work for Coronavirus (COVID-19),TRUE
Manufacturing Workers and Employers,TRUE
A different kind of outbreak,TRUE
What Maritime Pilots Need to Know about COVID-19,TRUE
Caring for Someone Sick at Home,TRUE
Contact Tracing Training Plan,TRUE
Infection Prevention and Control Assessment Tool for Nursing Homes Preparing for COVID-19,TRUE
List Requirements for Protecting Health Information,TRUE
Checklist for Older Adults,TRUE
What To Do if You Are Sick,TRUE
Reopening Guidance for Cleaning and Disinfecting Public Spaces Workplaces Businesses Schools and Homes,TRUE
Shared and Congregate Housing,TRUE
Prevent Getting Sick,TRUE
What Waste Collectors and Recyclers Need to Know about COVID-19,TRUE
Arriving Passengers Health Card,TRUE
Employees: How to Cope with Job Stress and Build Resilience During the COVID-19 Pandemic,TRUE
Care for Breastfeeding Women,TRUE
What to Know About Liver Disease and COVID-19,TRUE
Riding the first wave of CDC’s COVID-19 response at ports of entrySATURDAY,TRUE
"Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.",TRUE
Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,TRUE
Says Wisconsin has not had a spike in coronavirus cases that was “statistically significant related to the fact that they had voting.”,TRUE
Beachgoers trash Florida beaches with 13000 pounds of litter after beaches reopen.,TRUE
Says researchers found a “fabric that kills coronaviruses”,TRUE
Says President Donald Trump “took more than a month to allocate Congress’ emergency funding to tribes — and only did so after tribes sued.”,TRUE
What We Can Learn from the Resurgence of COVID-19 in Spain,TRUE
Why Approving a COVID-19 Vaccine Too Early Could Cause More Harm Than Good,TRUE
"Not Sure You Have COVID-19? Here Are the Symptoms for Coronavirus, Flu, and Allergies",TRUE
Flu Study Highlights Difficulty of Achieving COVID-19 'Herd Immunity',TRUE
Resign or Return? The Dilemma Facing Classroom Teachers in Our COVID-19 Era,TRUE
"Despite New Safety Guidelines, Experts Say Movie Theaters Are High-Risk",TRUE
Fast Isn’t Always Better: What to Know About Rise of Rapid Coronavirus Testing,TRUE
"CDC Changes COVID-19 Testing Guidelines, Worrying Experts",TRUE
What to Do When You Clash with Your Kid’s Grandparents About COVID-19,TRUE
How to Safely Sanitize Every Type of Face Mask,TRUE
Suicidal Ideation Is Increasing During COVID-19: How Best to Cope,TRUE
‘Secondary Victims’: Families of People Who Died from COVID-19 Talk About Their Anguish,TRUE
COVID-19 Survivors Are Losing Their Hair — Here’s Why,TRUE
Why Shrinking Your Social Bubble May Be Necessary Right Now,TRUE
What You Need to Know If You Plan to Fly on an Airplane During COVID-19,TRUE
Peaches Suspected in Salmonella Outbreak in 9 States: What to Know,TRUE
Is It Too Early to Get the Flu Vaccine?,TRUE
Here’s Why Seasonal Flu Vaccines Only Last a Few Months,TRUE
